"key","en","jp","ch","tc","ru","sp","latam","gr","pl","it","tr","fr","br","pr","kr","hu",""
"rune_description_dedication","If you have exactly 1 summon, gain +10% Summon Damage and Summon Attack Speed per rank.","召喚物が1体のみの時、召喚物のダメージと攻撃速度がランクごとに+10%上昇。","当你只有1个召唤时，其伤害和攻速将提升（+10%/阶）。","當你只有1個召喚物時，其傷害和攻速將提升（+10%/級）。","Имея только 1 призыв, наносимый им урон и скорость атаки увеличиваются на 10% за уровень умения.","Si tienes exactamente 1 invocación, gana Daño de Invocación y Velocidad de Ataque de Invocación un +10% por rango.","Si tienes exactamente 1 invocación, gana Daño de Invocación y Velocidad de Ataque de Invocación un +10% por rango.","Erhalte Beschwörungsschaden und Beschwörungs Angriffstempo +10% pro Rang, wenn du genau eine Beschwörung hast.","Jeśli masz dokładnie jedno przywołanie, zyskaj +10% Ataku Przywołania i Prędkości Ataku Przywołania na rangę.","Se hai esattamente 1 Evocazione, guadagna Danno Evocazione e Velocità d'Attacco Evocazione pari al 10% per livello.","Tek 1 tane çağırılmış dostun varsa, Rün Seviyesi başına 10% Çağırma Hasarı ve Çağırma Saldırı Hızı kazanır.","Si vous n'avez qu'une seule invocation, gagnez des Dégâts d'invocation et une Vitesse d'attaque d'invocation de +10% par rang.","Se você tiver exatamente 1 seguidor, ganhe +10% de Dano de Seguidor e Velocidade de Ataque de Seguidor por nível.","Se você tiver exatamente 1 seguidor, ganhe +10% de Dano de Seguidor e Velocidade de Ataque de Seguidor por nível.","소환수가 1개일 때, 소환수의 피해량 및 공격 속도 증가 (랭크 당 +10%)","Ha pontosan 1 Idézett Lényed van, az Idézett Lények Sebzése és az Idézett Lények Támadási Sebessége megnő 10%-al szintenként.",""
"rune_name_ethereal_mag","Ethereal","幽体","虚无","虛無","Эфириум","Etéreo","Etéreo","Ätherisch","Eteryczny","Etereo","Ruhani","Ethéré","Etéreo","Etéreo","천상계","Éteri",""
"rune_description_ethereal_mag","Every 50 kills, your gun enters the Ethereal state. While Ethereal, your gun does not consume ammo. Ethereal lasts for 2 seconds per rank.","50体倒すごとに、銃が弾を消費しない幽体状態になる。幽体状態の持続時間はランクごとに2秒増加。","每50杀，你的枪会进入“虚无”状态，射击不会消耗子弹，持续时间每阶增加2秒。","每50殺，你的槍會進入“虛無”狀態，射擊不會消耗子彈，持續時間每級增加2秒。","За каждые 50 убийств оружие переходит в эфирное состояние, в котором не расходует патроны. Эфириум длится 2 секунды за уровень умения.","Cada 50 muertes, tu arma entra en un estado Etéreo. Mierntras es Etéreo, tu arma no consume munición. Estado Etéreo dura 2s por rango.","Cada 50 muertes, tu arma entra en un estado Etéreo. Mierntras es Etéreo, tu arma no consume munición. Estado Etéreo dura 2s por rango.","Deine Waffe tritt in einen ätherischen Zustand ein nach jeder 50. Tötung. Während diesem Zustand verbraucht deine Waffe keine Munition. Ätherisch ist aktiv für 2 Sekunden pro Rang.","Co 50 zabójstw, twoja broń wchodzi w Eteryczny Stan. Podczas tego Stanu, twoja broń nie zużywa amunicji. Ten Stan trwa 2 sekundy na rangę.","Ogni 50 uccisioni, la tua arma diventa Eterea. Mnetre è in questo stato, la tua arma non consuma munizioni. Lo stato Etereo dura 2 secondi per livello.","50 tane düşman öldürdüğünde Ruhani moda geçersin. Ruhani modda iken mermilerin azalmaz. Ruhani mod seviye başına 2 saniye sürer.","Toutes les 50 ennemis tués, votre arme entre en état éthéré. Pendant l'état éthéré, votre arme ne consomme pas de munitions. L'état éthéré dure 2 secondes par rang.","A cada 50 abates, a sua arma entra no estado Etéreo. Enquanto estiver nesse estado, sua arma não consome munição. Etéreo dura +2 segundos por nível.","A cada 50 abates, a sua arma entra no estado Etéreo. Enquanto estiver nesse estado, sua arma não consome munição. Etéreo dura +2 segundos por nível.","50마리의 적을 처치할 때마다 총이 천상의 상태가 되어 탄환이 소모되지 않습니다.<br>천상의 상태 지속시간 증가 (랭크 당 +2초)","Minden 50. ölés után, a fegyvered éteri állapotba kerül. Míg ebben az állapotban van, nem fogyaszt lőszert, és ez 2 másodpercig tart szintenként.",""
"rune_name_courage","Courage","勇気","勇气","勇氣","Храбрость","Coraje","Coraje","Mut","Odwaga","Coraggio","Cesaret","Courage","Coragem","Coragem","용기","Bátorság",""
"rune_description_courage","Knockback enemies after reloading. Reload Rate +2% per rank.","リロード速度がランクごとに2%上昇。リロード後は敵にノックバックが発生。","换弹速度提升（+2%/阶），换弹后可击退敌人。","換彈速度提升（+2%/級），換彈後可擊退敵人","Отбрасывает врагов после перезарядки. Скорость перезарядки увеличивается на 2% за уровень умения.","Empuja enemigos luego de recargar. El Tiempo de Recarga es de +2% por rango.","Empuja enemigos luego de recargar. El Tiempo de Recarga es de +2% por rango.","Stoße Gegner zurück, nachdem du nachgeladen hast. Nachladegeschwindigkeit +2% pro Rang.","Odrzuć przeciwników po przeładowaniu. Prędkość Przeładowania wzrasta o +2% na rangę.","Dopo aver ricaricato, i nemici subiscono un contraccolpo. Velocità di Ricarica aumenta del 2% per livello.","Şarjörünü doldururken düşmanları geri iter. Şarjör doldurma hızı seviye başına %2 artar.","Confère un effet de recul sur les ennemis après avoir rechargé. Taux de rechargement +2% par rang.","Empurra os inimigos após recarregar. Sua Taxa de Recarga é aumentada em +2% por nível.","Empurra os inimigos após recarregar. Sua Taxa de Recarga é aumentada em +2% por nível.","재장전할 때마다 주위의 적을 밀쳐냅니다.<br>재장전 속도 증가 (랭크 당 +2%)","Lökd vissza az ellenfeleket miután újratöltessz. Újratöltési Idő 2%-al rövidebb szintenként.",""
"rune_name_vigilance","Vigilance","警戒","警戒","警戒","Бдительность","Vigilancia","Vigilancia","Wachsamkeit","Czujność","Vigilante","Uyanıklık","Vigilance","Vigilância","Vigilância","경계","Éberség",""
"rune_description_vigilance","Vision Range and Pickup Range +3% per rank.","視界範囲、拾い範囲がランクごとに3%拡大。","可视范围和拾取范围扩大（+3%/阶）。","可視範圍和拾取範圍擴大（+3%/級）","Дальность обзора и подбора увеличивается на 3% за уровень умения.","Rango de Visión y Rango de Recogida +3% por rango.","Rango de Visión y Rango de Recogida +3% por rango.","Sichtweite und Reichweite +3% pro Rang.","Zasięg Widzenia i Podnoszenia wzrasta o +3% na rangę.","Raggio di Visione e Raggio di Raccolta aumentano del 3% per livello.","Görüş menzili ve Yerden alma menzili Rün Seviyesi başına %3 artar.","Portée de la Vision et portée de ramassage +3% par rang.","Alcance da Visão e Alcance da Coleta aumentados em +3% por nível.","Alcance da Visão e Alcance da Coleta aumentados em +3% por nível.","시야 범위 및 XP 획득 범위 증가 (랭크 당 +3%)","A Látókör és Gyűjtótávolság megnő 3%-al szintenként.",""
"rune_name_tenacity","Tenacity","執念","坚毅","堅毅","Упорство","Tenacidad","Tenacidad","Hartnäckigkeit","Wytrwałość","Tenacità","Azim","Tenacité","Tenacidade","Tenacidade","집념","Szívósság",""
"rune_description_tenacity","When your HP is at or below half of your Max HP, gain Fire Rate and Knockback +3% per rank.","HPが半分以下の時、発射速度とノックバック距離がランクごとに+3%増加する。","当你的血量低于等于半血时，射速和击退距离将提升（+3%/阶）","當你的血量低於於等於半血時，射速和擊退距離將提升（+3%/級）","Когда здоровья равно или меньше половины, скорость перезарядки и отброс увеличиваются на 3% за уровень умения.","Cuando tus PS son igual o más bajos que tus PS max. gana Cadencia de Disparo y Empuje un +3% por rango.","Cuando tus PS son igual o más bajos que tus PS max. gana Cadencia de Disparo y Empuje un +3% por rango.","Erhalte +3% Feuerrate und Rückstoß pro Level, wenn du die Hälfte oder weniger Lebenspunkte hast.","Kiedy twoje HP jest równe połowie lub poniżej połowy twojego maksymalnego HP, zwiększ Szybkostrzelność i Odrzut o +3% na rangę.","Quando i tuoi HP sono sotto la metà degli HP massimi, guadagna il 3% di Rateo di Fuoco e Contraccolpo per livello.","Canın yarıdan az olduğu zaman Rün Seviyesi başına %3 Atış hızı ve Geri itiş kazanırsın.","Lorsque vos PV sont égaux ou inférieurs à la moitié de vos PV max, gagnez une vitesse de tir et un effet de recul de +3% par rang.","Enquanto os seus PV estiverem na metade, ou abaixo do máximo, ganhe Taxa de Disparo e Empurrão +3% por nível.","Enquanto os seus PV estiverem na metade, ou abaixo do máximo, ganhe Taxa de Disparo e Empurrão +3% por nível.","HP가 절반 이하일 때 연사 속도 및 넉백 효과 증가 (+3%)","Amikor a maximum Életerőd felénél vagy, a Tűzelési Sebesség és Visszalökés +3%-al megnő szintenként.",""
"rune_name_elemental_shield","Elemental Shield","エレメンタルシールド","元素庇护","元素庇護","Щит стихий","Escudo Elemental","Escudo Elemental","Elementares Schild","Żywiołowa Tarcza","Scudo Elementale","Elemental Kalkan","Bouclier élémentaire","Escudo Elemental","Escudo Elemental","원소 보호막","Elemi Pajzs",""
"rune_description_elemental_shield","After inflicting Freeze or Burn 50 times, gain Invincibility for 1 second per rank.","燃焼や凍結を50回与えた後、ランクごとに1秒間の無敵効果を得る。","造成50次燃烧或者冰冻后，获得短暂的无敌效果（+1秒/阶）","造成50次燃燒或者冰凍後，獲得短暫的無敵效果（+1秒/級）","После приминения заморозки и поджога 50 раз, получить неуязвимость на 1 секунду за уровень умения.","Luego de inflingir Congelar o Quemar 50 veces, gana Invencibildiad por 1s cada rango.","Luego de inflingir Congelar o Quemar 50 veces, gana Invencibildiad por 1s cada rango.","Nachdem du Frost oder Brand 50 mal verursacht hast, erhalte Unbesiegbarkeit für 1 Sekunde pro Level.","Po Podpaleniu lub Zamrożeniu 50 razy, zyskaj efekt Nietykalność na 1 sekundę na rangę.","Dopo aver inflitto Bruciatura o Gelo 50 volte, diventa Invincibile per 1 secondo per livello","Düşmanlara 50 kere Dondurma ya da Yakma etkisi altına aldığında Rün Seviyesi başına 1 saniye ölümsüzlük sağlar.","Après avoir infligé Gel ou Brûlure 50 fois, gagne Invincibilité pendant 1 seconde par rang.","Após infligir Congelamento ou Queimação 50 vezes, ganhe invencibilidade por 1 segundo, por nível.","Após infligir Congelamento ou Queimação 50 vezes, ganhe invencibilidade por 1 segundo, por nível.","빙결 및 화염 공격을 50회 가할 때마다 무적 상태가 됩니다.<br>무적 상태 지속 시간 증가 (랭크 당 +1초)","Miután Megfagyasztol vagy Felgyújtassz ellenfeleket 50-szer, Halhatatlanná válsz 1 másodpercig szintenként.",""
"rune_name_momentum","Momentum","勢い","动力转换","動力","Моментум","Momentum","Momentum","Momentum","Momentum","Inerzia","İvme","Élan","Impulso","Impulso","가속","Lendület",""
"rune_description_momentum","After picking up XP, gain Move Speed +7% per rank for 1 second.","経験値を拾った後1秒の間、ランクごとに+7%移動速度上昇。","拾取经验后，获得1秒移速提升（+7%/阶）。","拾取經驗後，獲得1秒移速提升（+7%/級）。","После подбора опыта увеличивает скорость движения на 7% за уровень умения.","Luego de recoger EXP, gana Vel. de Movimiento +7% cada rango por 1s.","Luego de recoger EXP, gana Vel. de Movimiento +7% cada rango por 1s.","Erhalte +7% Bewegungsgeschwindigkeit pro Level für 1 Sekunde, nachdem du Erfahrungspunkte aufgesammelt hast.","Po podniesieniu XP, zyskaj +7% Prędkości Poruszania na rangę na 1 sekundę.","Dopo aver raccolto XP, guadagna il 7% di Velocità di Movimento per livello per 1 secondo.","Yerden beceri puanı aldığında 1 saniyeliğine Rün Seviyesi başına %7 Hareket Hızı kazanırsın.","Après avoir ramassé de l'XP, gagnez +7% de vitesse de déplacement par rang pendant 1 seconde.","Após coletar EXP, ganhe Velocidade de Movimento +7% por nível por 1 segundo.","Após coletar EXP, ganhe Velocidade de Movimento +7% por nível por 1 segundo.","XP를 획득할 때마다 1초간 이동 속도 증가 (랭크 당 +7%)","Miután felveszel egy Tapasztalat Pontot, szerzel +7% sebességet szintenként, egy másodpercig.",""
